file_name,ndvi_file_name,location,year,row,col,cloud_coverage,bounds
Thane_2018_1_1.png,NDVI_Thane_2018_1_1.tif,Thane,2018,1,1,,"[[[72.83978259340205, 19.24222972972973], [72.88863123483772, 19.24222972972973], [72.88863123483772, 19.288355855855855], [72.83978259340205, 19.288355855855855], [72.83978259340205, 19.24222972972973]]]"
Thane_2018_1_2.png,NDVI_Thane_2018_1_2.tif,Thane,2018,1,2,,"[[[72.88863123483772, 19.24222972972973], [72.9374798762734, 19.24222972972973], [72.9374798762734, 19.288355855855855], [72.88863123483772, 19.288355855855855], [72.88863123483772, 19.24222972972973]]]"
Thane_2018_1_3.png,NDVI_Thane_2018_1_3.tif,Thane,2018,1,3,,"[[[72.9374798762734, 19.24222972972973], [72.98632851770907, 19.24222972972973], [72.98632851770907, 19.288355855855855], [72.9374798762734, 19.288355855855855], [72.9374798762734, 19.24222972972973]]]"
Thane_2018_1_4.png,NDVI_Thane_2018_1_4.tif,Thane,2018,1,4,,"[[[72.98632851770907, 19.24222972972973], [73.03517715914475, 19.24222972972973], [73.03517715914475, 19.288355855855855], [72.98632851770907, 19.288355855855855], [72.98632851770907, 19.24222972972973]]]"
Thane_2018_2_0.png,NDVI_Thane_2018_2_0.tif,Thane,2018,2,0,,"[[[72.79093395196637, 19.196103603603603], [72.83978259340205, 19.196103603603603], [72.83978259340205, 19.24222972972973], [72.79093395196637, 19.24222972972973], [72.79093395196637, 19.196103603603603]]]"
Thane_2018_2_1.png,NDVI_Thane_2018_2_1.tif,Thane,2018,2,1,,"[[[72.83978259340205, 19.196103603603603], [72.88863123483772, 19.196103603603603], [72.88863123483772, 19.24222972972973], [72.83978259340205, 19.24222972972973], [72.83978259340205, 19.196103603603603]]]"
Thane_2018_2_2.png,NDVI_Thane_2018_2_2.tif,Thane,2018,2,2,,"[[[72.88863123483772, 19.196103603603603], [72.9374798762734, 19.196103603603603], [72.9374798762734, 19.24222972972973], [72.88863123483772, 19.24222972972973], [72.88863123483772, 19.196103603603603]]]"
Thane_2018_2_3.png,NDVI_Thane_2018_2_3.tif,Thane,2018,2,3,,"[[[72.9374798762734, 19.196103603603603], [72.98632851770907, 19.196103603603603], [72.98632851770907, 19.24222972972973], [72.9374798762734, 19.24222972972973], [72.9374798762734, 19.196103603603603]]]"
Thane_2018_2_4.png,NDVI_Thane_2018_2_4.tif,Thane,2018,2,4,,"[[[72.98632851770907, 19.196103603603603], [73.03517715914475, 19.196103603603603], [73.03517715914475, 19.24222972972973], [72.98632851770907, 19.24222972972973], [72.98632851770907, 19.196103603603603]]]"
Thane_2018_3_0.png,NDVI_Thane_2018_3_0.tif,Thane,2018,3,0,,"[[[72.79093395196637, 19.149977477477478], [72.83978259340205, 19.149977477477478], [72.83978259340205, 19.196103603603603], [72.79093395196637, 19.196103603603603], [72.79093395196637, 19.149977477477478]]]"
Thane_2018_3_1.png,NDVI_Thane_2018_3_1.tif,Thane,2018,3,1,,"[[[72.83978259340205, 19.149977477477478], [72.88863123483772, 19.149977477477478], [72.88863123483772, 19.196103603603603], [72.83978259340205, 19.196103603603603], [72.83978259340205, 19.149977477477478]]]"
Thane_2018_3_2.png,NDVI_Thane_2018_3_2.tif,Thane,2018,3,2,,"[[[72.88863123483772, 19.149977477477478], [72.9374798762734, 19.149977477477478], [72.9374798762734, 19.196103603603603], [72.88863123483772, 19.196103603603603], [72.88863123483772, 19.149977477477478]]]"
Thane_2018_3_3.png,NDVI_Thane_2018_3_3.tif,Thane,2018,3,3,,"[[[72.9374798762734, 19.149977477477478], [72.98632851770907, 19.149977477477478], [72.98632851770907, 19.196103603603603], [72.9374798762734, 19.196103603603603], [72.9374798762734, 19.149977477477478]]]"
Thane_2018_3_4.png,NDVI_Thane_2018_3_4.tif,Thane,2018,3,4,,"[[[72.98632851770907, 19.149977477477478], [73.03517715914475, 19.149977477477478], [73.03517715914475, 19.196103603603603], [72.98632851770907, 19.196103603603603], [72.98632851770907, 19.149977477477478]]]"
Thane_2018_4_0.png,NDVI_Thane_2018_4_0.tif,Thane,2018,4,0,,"[[[72.79093395196637, 19.103851351351352], [72.83978259340205, 19.103851351351352], [72.83978259340205, 19.149977477477478], [72.79093395196637, 19.149977477477478], [72.79093395196637, 19.103851351351352]]]"
Thane_2018_4_1.png,NDVI_Thane_2018_4_1.tif,Thane,2018,4,1,,"[[[72.83978259340205, 19.103851351351352], [72.88863123483772, 19.103851351351352], [72.88863123483772, 19.149977477477478], [72.83978259340205, 19.149977477477478], [72.83978259340205, 19.103851351351352]]]"
Thane_2018_4_2.png,NDVI_Thane_2018_4_2.tif,Thane,2018,4,2,,"[[[72.88863123483772, 19.103851351351352], [72.9374798762734, 19.103851351351352], [72.9374798762734, 19.149977477477478], [72.88863123483772, 19.149977477477478], [72.88863123483772, 19.103851351351352]]]"
Thane_2018_4_3.png,NDVI_Thane_2018_4_3.tif,Thane,2018,4,3,,"[[[72.9374798762734, 19.103851351351352], [72.98632851770907, 19.103851351351352], [72.98632851770907, 19.149977477477478], [72.9374798762734, 19.149977477477478], [72.9374798762734, 19.103851351351352]]]"
Thane_2018_4_4.png,NDVI_Thane_2018_4_4.tif,Thane,2018,4,4,,"[[[72.98632851770907, 19.103851351351352], [73.03517715914475, 19.103851351351352], [73.03517715914475, 19.149977477477478], [72.98632851770907, 19.149977477477478], [72.98632851770907, 19.103851351351352]]]"
Thane_2024_0_0.png,NDVI_Thane_2024_0_0.tif,Thane,2024,0,0,,"[[[72.79093395196637, 19.288355855855855], [72.83978259340205, 19.288355855855855], [72.83978259340205, 19.33448198198198], [72.79093395196637, 19.33448198198198], [72.79093395196637, 19.288355855855855]]]"
Thane_2024_0_1.png,NDVI_Thane_2024_0_1.tif,Thane,2024,0,1,,"[[[72.83978259340205, 19.288355855855855], [72.88863123483772, 19.288355855855855], [72.88863123483772, 19.33448198198198], [72.83978259340205, 19.33448198198198], [72.83978259340205, 19.288355855855855]]]"
Thane_2024_0_2.png,NDVI_Thane_2024_0_2.tif,Thane,2024,0,2,,"[[[72.88863123483772, 19.288355855855855], [72.9374798762734, 19.288355855855855], [72.9374798762734, 19.33448198198198], [72.88863123483772, 19.33448198198198], [72.88863123483772, 19.288355855855855]]]"
Thane_2024_0_3.png,NDVI_Thane_2024_0_3.tif,Thane,2024,0,3,,"[[[72.9374798762734, 19.288355855855855], [72.98632851770907, 19.288355855855855], [72.98632851770907, 19.33448198198198], [72.9374798762734, 19.33448198198198], [72.9374798762734, 19.288355855855855]]]"
Thane_2024_0_4.png,NDVI_Thane_2024_0_4.tif,Thane,2024,0,4,,"[[[72.98632851770907, 19.288355855855855], [73.03517715914475, 19.288355855855855], [73.03517715914475, 19.33448198198198], [72.98632851770907, 19.33448198198198], [72.98632851770907, 19.288355855855855]]]"
Thane_2024_1_0.png,NDVI_Thane_2024_1_0.tif,Thane,2024,1,0,,"[[[72.79093395196637, 19.24222972972973], [72.83978259340205, 19.24222972972973], [72.83978259340205, 19.288355855855855], [72.79093395196637, 19.288355855855855], [72.79093395196637, 19.24222972972973]]]"
Thane_2024_1_1.png,NDVI_Thane_2024_1_1.tif,Thane,2024,1,1,,"[[[72.83978259340205, 19.24222972972973], [72.88863123483772, 19.24222972972973], [72.88863123483772, 19.288355855855855], [72.83978259340205, 19.288355855855855], [72.83978259340205, 19.24222972972973]]]"
Thane_2024_1_2.png,NDVI_Thane_2024_1_2.tif,Thane,2024,1,2,,"[[[72.88863123483772, 19.24222972972973], [72.9374798762734, 19.24222972972973], [72.9374798762734, 19.288355855855855], [72.88863123483772, 19.288355855855855], [72.88863123483772, 19.24222972972973]]]"
Thane_2024_1_3.png,NDVI_Thane_2024_1_3.tif,Thane,2024,1,3,,"[[[72.9374798762734, 19.24222972972973], [72.98632851770907, 19.24222972972973], [72.98632851770907, 19.288355855855855], [72.9374798762734, 19.288355855855855], [72.9374798762734, 19.24222972972973]]]"
Thane_2024_1_4.png,NDVI_Thane_2024_1_4.tif,Thane,2024,1,4,,"[[[72.98632851770907, 19.24222972972973], [73.03517715914475, 19.24222972972973], [73.03517715914475, 19.288355855855855], [72.98632851770907, 19.288355855855855], [72.98632851770907, 19.24222972972973]]]"
Thane_2024_2_0.png,NDVI_Thane_2024_2_0.tif,Thane,2024,2,0,,"[[[72.79093395196637, 19.196103603603603], [72.83978259340205, 19.196103603603603], [72.83978259340205, 19.24222972972973], [72.79093395196637, 19.24222972972973], [72.79093395196637, 19.196103603603603]]]"
Thane_2024_2_1.png,NDVI_Thane_2024_2_1.tif,Thane,2024,2,1,,"[[[72.83978259340205, 19.196103603603603], [72.88863123483772, 19.196103603603603], [72.88863123483772, 19.24222972972973], [72.83978259340205, 19.24222972972973], [72.83978259340205, 19.196103603603603]]]"
Thane_2024_2_2.png,NDVI_Thane_2024_2_2.tif,Thane,2024,2,2,,"[[[72.88863123483772, 19.196103603603603], [72.9374798762734, 19.196103603603603], [72.9374798762734, 19.24222972972973], [72.88863123483772, 19.24222972972973], [72.88863123483772, 19.196103603603603]]]"
Thane_2024_2_3.png,NDVI_Thane_2024_2_3.tif,Thane,2024,2,3,,"[[[72.9374798762734, 19.196103603603603], [72.98632851770907, 19.196103603603603], [72.98632851770907, 19.24222972972973], [72.9374798762734, 19.24222972972973], [72.9374798762734, 19.196103603603603]]]"
Thane_2024_2_4.png,NDVI_Thane_2024_2_4.tif,Thane,2024,2,4,,"[[[72.98632851770907, 19.196103603603603], [73.03517715914475, 19.196103603603603], [73.03517715914475, 19.24222972972973], [72.98632851770907, 19.24222972972973], [72.98632851770907, 19.196103603603603]]]"
Thane_2024_3_0.png,NDVI_Thane_2024_3_0.tif,Thane,2024,3,0,,"[[[72.79093395196637, 19.149977477477478], [72.83978259340205, 19.149977477477478], [72.83978259340205, 19.196103603603603], [72.79093395196637, 19.196103603603603], [72.79093395196637, 19.149977477477478]]]"
Thane_2024_3_1.png,NDVI_Thane_2024_3_1.tif,Thane,2024,3,1,,"[[[72.83978259340205, 19.149977477477478], [72.88863123483772, 19.149977477477478], [72.88863123483772, 19.196103603603603], [72.83978259340205, 19.196103603603603], [72.83978259340205, 19.149977477477478]]]"
Thane_2024_3_2.png,NDVI_Thane_2024_3_2.tif,Thane,2024,3,2,,"[[[72.88863123483772, 19.149977477477478], [72.9374798762734, 19.149977477477478], [72.9374798762734, 19.196103603603603], [72.88863123483772, 19.196103603603603], [72.88863123483772, 19.149977477477478]]]"
Thane_2024_3_3.png,NDVI_Thane_2024_3_3.tif,Thane,2024,3,3,,"[[[72.9374798762734, 19.149977477477478], [72.98632851770907, 19.149977477477478], [72.98632851770907, 19.196103603603603], [72.9374798762734, 19.196103603603603], [72.9374798762734, 19.149977477477478]]]"
